timestamp,x,y,z,vx,vy,vz,phi,theta,psi
1542785195.603727821,-0.143455,0.0261116,0.0671424,-0.0329822,0.0771739,-0.0699949,-2.0248,-0.939962,0.428178
1542785195.651675722,-0.144444,0.0295485,0.0641081,-0.016369,0.0846054,-0.0556359,-2.02845,-0.904804,0.44229
1542785195.710069121,-0.140806,0.0258729,0.0646197,-0.0232353,0.0563249,-0.0452759,-1.96599,-0.97124,0.517247
1542785195.757534590,-0.141994,0.0289572,0.0623316,-0.0238579,0.0726343,-0.0480308,-1.96407,-0.99546,0.521625
1542785195.803106913,-0.146487,0.0271892,0.0562473,-0.0286505,0.0670843,-0.0555671,-1.92419,-1.10629,0.552031
1542785195.855447039,-0.112439,0.0187641,0.071338,0.0179032,0.0400576,-0.0615932,-1.78446,-1.04763,0.448767
1542785195.903693668,-0.109564,0.0153584,0.0775794,0.0145128,0.0352907,-0.0634595,-1.74544,-1.05678,0.497857
1542785195.950256905,-0.109338,0.0163241,0.0749836,-0.00612663,0.0148325,-0.0519305,-1.70782,-1.06532,0.504185
1542785196.001128520,-0.112409,0.0173578,0.0749852,-0.00163364,0.0276205,-0.0547177,-1.68551,-1.09705,0.520191
1542785196.106964018,-0.105381,0.0155052,0.0784655,0.0213637,0.0244049,-0.0578359,-1.6907,-1.00647,0.548941
1542785196.153111932,-0.104977,0.0167922,0.0757784,0.00258269,0.0281745,-0.0506531,-1.70719,-1.03282,0.531989
1542785196.205577599,-0.106341,0.0157131,0.0759331,-0.011891,0.0216641,-0.0327135,-1.73261,-1.13736,0.515363
1542785196.255103905,-0.106395,0.0165735,0.0742904,0.00171096,0.0110222,-0.0312118,-1.72883,-1.16639,0.540266
1542785196.302669597,-0.103233,0.0179891,0.0812961,0.0370532,0.024274,-0.0344345,-1.74621,-1.03966,0.527537
1542785196.354066212,-0.101422,0.019138,0.0796547,0.034098,0.0350349,-0.017646,-1.69178,-1.00514,0.589398
1542785196.407605272,-0.110822,0.0265703,0.0825887,0.0150245,0.0566254,-0.0336724,-1.81034,-1.03405,0.485401
1542785196.454752305,-0.110058,0.0288982,0.0810337,0.0112331,0.0523395,-0.0274545,-1.82843,-1.11122,0.482539
1542785196.502888625,-0.099105,0.0247438,0.0903214,0.0348982,0.05938,-0.00621816,-1.82789,-1.01996,0.474584
1542785196.555078238,-0.0973864,0.0276528,0.090099,0.0323401,0.0598084,-0.00248971,-1.83134,-0.996807,0.48325
1542785196.599190910,-0.0982945,0.0246077,0.0902607,0.0197434,0.0252985,0.0029088,-1.81694,-1.01384,0.482624
1542785196.654659340,-0.0971885,0.0262203,0.0910607,0.0202808,0.028053,0.0119802,-1.81307,-1.00734,0.495863
1542785196.704469010,-0.0993323,0.0255196,0.09005,0.0072151,0.0328809,0.011325,-1.82317,-0.973956,0.475204
1542785196.753115770,-0.100158,0.0262871,0.0935874,0.017211,0.0286098,0.00271112,-1.7643,-0.945844,0.52341
1542785196.803043740,-0.102693,0.0270106,0.0910571,0.00809809,0.0269238,-0.0142643,-1.7727,-1.03451,0.519468
1542785196.852645958,-0.101578,0.0287715,0.0892962,0.0327076,0.0302304,-0.044001,-1.79904,-1.06718,0.510666
1542785196.904999503,-0.0993529,0.0263901,0.0933702,0.0217594,0.0351601,-0.023234,-1.78419,-1.04589,0.510287
1542785196.952882880,-0.0982508,0.0281826,0.09225,0.0230491,0.0396928,-0.0284528,-1.77602,-1.04585,0.506542
1542785197.002654540,-0.0960826,0.025617,0.0943475,0.0227215,0.0356033,-0.0287915,-1.76536,-1.02752,0.527112
1542785197.053259065,-0.0950539,0.0274135,0.0935518,0.0220524,0.0371189,-0.00376022,-1.76756,-1.05203,0.528293
1542785197.102234392,-0.0945603,0.0274304,0.0971456,0.0172067,0.0426656,0.0206138,-1.78533,-1.03521,0.515819
1542785197.153580976,-0.0943167,0.030313,0.0993988,-0.00343701,0.0524376,0.0356093,-1.85,-1.04467,0.45226
1542785197.204786863,-0.0853323,0.0202733,0.0921327,0.00264989,0.0320006,0.0329325,-1.74992,-1.07342,0.534939
1542785197.253208052,-0.0848072,0.0215974,0.0936077,0.0191004,0.0270149,0.0219832,-1.76754,-1.08911,0.506289
1542785197.301542830,-0.0774433,0.0165204,0.0971071,0.0327159,-0.000703254,0.0499577,-1.79034,-1.06051,0.546857
1542785197.355252529,-0.0752281,0.0164702,0.0997748,0.0427244,-0.00243325,0.0487009,-1.81337,-1.11149,0.536151
1542785197.404817767,-0.0737077,0.0165257,0.100227,0.0377258,-0.0181694,0.0663245,-1.75571,-1.11126,0.545865
1542785197.456139992,-0.0721053,0.0153229,0.10429,0.0302661,-0.0396571,0.0942712,-1.76098,-1.14522,0.536945
1542785197.503695854,-0.0714544,0.0150147,0.105599,0.0331863,-0.0506401,0.109118,-1.77042,-1.11728,0.562994
1542785197.552971550,-0.0701889,0.0126768,0.111256,0.0242265,-0.0464325,0.118022,-1.78549,-1.11417,0.572109
1542785197.603564467,-0.072468,0.0151212,0.108437,0.0219303,-0.0360604,0.139308,-1.80037,-1.13488,0.564534
1542785197.653734243,-0.0717304,0.0132468,0.115398,0.0159561,-0.0427629,0.150429,-1.80448,-1.15666,0.55542
1542785197.703131337,-0.0768779,0.0151954,0.108698,0.000573148,-0.0491141,0.141775,-1.81845,-1.25733,0.531606
1542785197.758695113,-0.0773399,0.0125612,0.11744,-0.00792035,-0.0479573,0.155332,-1.83695,-1.20613,0.543149
1542785197.807220977,-0.0745419,0.0165842,0.106733,0.00522449,-0.030624,0.141981,-1.86321,-1.12603,0.518343
1542785197.853363351,-0.0746203,0.0148105,0.11383,-0.00854251,-0.0367579,0.160752,-1.85431,-1.16936,0.521856
1542785197.907528217,-0.0738096,0.0148865,0.110504,-0.00296558,-0.0323329,0.164873,-1.84058,-1.1817,0.552775
1542785197.955105018,-0.0736482,0.0138995,0.117539,0.000126447,-0.0195141,0.15674,-1.86093,-1.17276,0.528703
1542785198.008514383,-0.0696612,0.0142616,0.117721,-0.00609698,0.00754011,0.144407,-1.88372,-1.02624,0.495649
1542785198.056609313,-0.0701303,0.0144481,0.124231,-0.00882951,0.00278914,0.132055,-1.90462,-1.05404,0.485077
1542785198.105784044,-0.0656817,0.0120038,0.117872,-0.00874109,-0.00195987,0.106679,-1.85396,-1.03704,0.550086
1542785198.158444807,-0.0658622,0.012065,0.123157,0.00609225,0.0102598,0.0991276,-1.8745,-1.05477,0.573451
1542785198.202404659,-0.0694944,0.0158297,0.118505,0.00906184,0.0299434,0.0987623,-1.86032,-1.03309,0.554331
1542785198.251146497,-0.0690762,0.0179279,0.122841,-0.00274517,0.0436159,0.0832603,-1.84224,-0.98689,0.547756
1542785198.304009478,-0.073286,0.0163189,0.113011,-0.00695169,0.0356018,0.0649075,-1.80624,-1.08266,0.58947
1542785198.353836394,-0.0732837,0.0180322,0.116173,0.0040938,0.0316477,0.0626434,-1.81528,-1.05805,0.624418
1542785198.403610978,-0.0256522,-0.0217304,0.0681835,-0.017583,0.0206737,0.0270264,-1.73941,-1.23292,0.645676
1542785198.458579043,-0.026856,-0.0209787,0.0697144,-0.0228084,0.00995116,0.0329599,-1.74407,-1.29819,0.634934
1542785198.503506393,-0.0232028,-0.0213717,0.0693934,-0.00555076,0.00638813,0.0487346,-1.70116,-1.21385,0.620791
1542785198.553731939,-0.0228209,-0.0208615,0.0726066,0.0127003,0.0131301,0.0797457,-1.74277,-1.22523,0.662089
1542785198.602151890,-0.0185743,-0.0196083,0.0721754,0.0226831,0.048771,0.0917893,-1.73819,-1.15966,0.657052
1542785198.656053102,-0.0174832,-0.0173568,0.0770066,0.011467,0.0461493,0.0906654,-1.68363,-1.13062,0.6449
1542785198.704919155,-0.0218593,-0.0180039,0.0759574,0.00605973,0.0469063,0.0778791,-1.72772,-1.18758,0.614453
1542785198.753370256,-0.0225847,-0.015711,0.0801159,-0.0230953,0.027427,0.0864251,-1.73456,-1.17162,0.622786
1542785198.807008943,-0.0255578,-0.0191673,0.0794656,-0.0178535,-0.00344658,0.0888061,-1.67893,-1.18006,0.707081
1542785198.855297060,-0.0264072,-0.0192716,0.0840175,-0.0257363,-0.00439785,0.085503,-1.70378,-1.21046,0.732649
1542785198.913506521,-0.0112731,-0.00719876,0.0879785,-0.0124998,0.000984014,0.0654001,-1.69209,-1.33314,0.746699
1542785198.956417867,0.00638598,0.0177028,0.0758035,-0.00331786,-0.0115904,0.0596159,-1.64305,-1.27873,0.919664
1542785199.002800177,0.00604964,0.0178207,0.0756831,-0.000683889,-0.00272879,0.0497078,-1.62517,-1.2874,0.902477
1542785199.054540657,0.00656672,0.017465,0.0778372,0.0156819,-0.000861475,0.0332227,-1.53865,-1.28132,0.917992
1542785199.103473899,0.00772784,0.0164832,0.0773426,0.0141118,0.0048914,0.0330778,-1.56069,-1.22621,0.9438
1542785199.154815101,0.00798508,0.0174357,0.0789427,-0.00153804,0.0330488,0.0386821,-1.59716,-1.24065,0.944518
1542785199.203593178,0.00796314,0.018876,0.0782839,-0.00978628,0.0349276,0.0214015,-1.62012,-1.13023,0.914162
1542785199.260770871,0.00719881,0.0209066,0.0795653,-0.027131,0.040633,0.0268396,-1.63041,-1.10563,0.883355
1542785199.306585471,0.0101842,0.0145862,0.0786338,-0.00724496,0.0286972,0.0382947,-1.62416,-1.05778,0.926427
1542785199.351588639,0.00821185,0.0155997,0.0811452,-0.0710601,0.0277959,0.0746846,-1.58077,-1.10236,0.89424
1542785199.404596720,0.00568149,0.0137631,0.0815263,-0.0672038,0.012275,0.0707045,-1.58648,-1.14538,0.946734
1542785199.453953659,0.00269553,0.0138906,0.0851679,-0.0568029,-0.0112009,0.0919739,-1.53943,-1.17779,0.960095
1542785199.503826918,0.00715997,0.00758841,0.0859214,-0.0433604,-0.0152191,0.0973549,-1.52698,-1.02227,0.933183
1542785199.555140258,0.00434082,0.00667146,0.0908842,-0.0735692,-0.0124691,0.0780948,-1.55507,-1.09884,0.93299
1542785199.604946586,0.000942844,0.00557021,0.0835287,-0.0795625,0.000338842,0.0599474,-1.5224,-1.21823,1.01438
1542785199.656631064,-0.00232448,0.00548015,0.0861761,-0.0528793,0.00622155,0.0388196,-1.45182,-1.19018,1.06488
1542785199.705974630,-0.00649253,0.0124456,0.0794933,-0.0392044,0.00427662,0.0330461,-1.55682,-1.30971,1.07777
1542785199.756171042,-0.00805462,0.0124736,0.0807886,-0.00168716,-0.00793483,0.02466,-1.57077,-1.37657,1.11448
1542785199.804249739,0.00188766,0.00698519,0.0841216,0.0372056,0.0123825,0.0216466,-1.50166,-1.18981,1.08342
1542785199.852071212,0.00162915,-0.00344691,0.0691853,0.0407508,0.025692,-0.013031,-1.38116,-1.25201,1.03648
1542785199.908565446,0.00141102,-0.000151162,0.0694191,0.0465126,0.037803,-0.0114594,-1.34278,-1.24646,1.00429
1542785199.958903972,0.00279625,0.00200047,0.0687287,0.0250974,0.0503511,-0.00974502,-1.35969,-1.28748,0.971104
1542785200.003395520,0.00681987,-0.00378827,0.0758339,0.0308082,0.0333053,0.00102749,-1.2981,-1.14649,1.01752
1542785200.055638494,0.00835701,-0.00229717,0.0759179,0.0203605,0.0268682,0.00211136,-1.28532,-1.1225,1.05943
1542785200.104174497,0.0042421,0.000117628,0.0735959,0.00884353,0.00729268,0.00136205,-1.32149,-1.21916,1.00827
1542785200.153695881,0.00480216,0.000780461,0.0740229,0.0153228,0.0155184,0.0119617,-1.27247,-1.27718,0.964653
1542785200.205002399,0.00152165,-0.00116993,0.0827158,-0.00508966,-0.00645963,0.0894922,-1.22874,-1.23771,1.07472
1542785200.259122526,0.00129864,-0.00149803,0.0877784,-0.0131366,-0.003553,0.110934,-1.25493,-1.26349,1.11161
1542785200.303265949,0.00158156,0.00138982,0.0883837,-0.0213033,-0.00029377,0.123548,-1.2753,-1.21919,1.09219
1542785200.359925083,0.000130894,0.0012647,0.095768,-0.0395715,-0.0067569,0.141956,-1.26102,-1.14716,1.06291
