timestamp,x,y,z,vx,vy,vz,phi,theta,psi
1542785200.405835622,0.000289562,0.00295559,0.0838148,-0.0176557,0.00859683,0.135502,-1.21516,-1.12748,1.09587
1542785200.452067521,-0.000420031,0.0032904,0.0900502,-0.0172267,0.00312021,0.12853,-1.21522,-1.12064,1.1347
1542785200.504889805,0.00179555,0.00786346,0.091557,-0.0159352,0.0184058,0.131066,-1.15429,-0.971991,1.08675
1542785200.554341318,0.000478425,0.0084132,0.09886,-0.0331954,-0.0116533,0.167084,-1.20303,-0.977114,1.03927
1542785200.605257461,-0.00232218,0.00424959,0.0824324,-0.0150796,-0.0101042,0.112825,-1.19203,-1.02314,1.01215
1542785200.657869855,-0.00182545,0.00335997,0.0870475,0.00875641,-0.0228862,0.0790423,-1.14665,-0.999167,1.03192
1542785200.706020759,-0.00223662,0.00525164,0.0819086,0.0129743,-0.0220146,0.0665871,-1.18512,-1.04419,1.07478
1542785200.756780019,-0.00123493,0.00351001,0.0848977,0.0386608,-0.0443849,0.0662655,-1.18328,-1.20797,1.09026
1542785200.808516524,0.00476087,0.00660553,0.0991438,0.0442494,-0.0482654,0.0672105,-1.15948,-1.02013,1.09157
1542785200.855214057,0.00640856,0.00419715,0.102399,0.0213311,-0.044422,0.0754973,-1.13059,-0.972599,1.08817
1542785200.904844828,-0.139567,0.0775713,0.00549434,0.00556479,0.00732667,0.0221639,-1.6103,-0.881936,1.44036
1542785200.956374444,-0.139969,0.0785291,0.0062003,-0.011111,0.0311411,-0.00103284,-1.63781,-0.831431,1.35631
1542785201.013350597,-0.141405,0.0685738,-0.00632515,-0.0136435,0.0146358,-0.0201516,-1.65037,-0.960891,1.31876
1542785201.053191488,-0.141517,0.0693651,-0.0077736,0.00390652,0.0177437,-0.0400874,-1.63725,-0.920889,1.32645
1542785201.105885768,-0.132107,0.0219543,-0.0513204,-0.00448211,-0.0123111,-0.0788814,-1.36216,-1.08869,1.29942
1542785201.155995869,-0.119832,0.0131393,-0.0501201,-0.0135741,-0.038121,-0.0204847,-1.29392,-1.28789,1.30783
1542785201.206359372,-0.118296,0.0145303,-0.0436676,0.00773705,-0.0351575,-0.00290953,-1.14411,-1.27885,1.42948
1542785201.259982239,-0.120449,-0.00603214,-0.0294962,-0.010314,-0.0604971,-0.0402447,-1.14853,-1.42829,1.47572
1542785201.313498145,-0.117176,-0.00133269,-0.0311499,0.0304886,-0.0509329,-0.0525171,-1.10405,-1.53363,1.42082
1542785201.359430410,-0.115745,-0.00371377,-0.0338566,0.0103414,-0.0385394,-0.0715086,-1.08703,-1.54322,1.46588
1542785201.405124765,-0.115295,-0.00168561,-0.0330849,0.0102964,-0.0365739,-0.0785876,-1.10085,-1.5925,1.44792
1542785201.454113044,-0.113962,-0.00313226,-0.0374391,0.0194993,-0.0289278,-0.0884407,-1.10485,-1.59406,1.37258
1542785201.504530418,-0.11278,-0.00302996,-0.0352583,0.0307953,-0.0236063,-0.108421,-1.07495,-1.61102,1.35362
1542785201.558949979,-0.109762,-0.00402808,-0.0424552,0.0802724,-0.0155806,-0.141468,-1.12437,-1.57234,1.39818
1542785201.608011030,-0.108635,-0.00108258,-0.0372262,0.0531661,-0.00509242,-0.125441,-1.07915,-1.55774,1.40137
1542785201.655689309,-0.105876,-0.00139056,-0.0428791,0.0614008,-0.0125972,-0.126101,-1.08049,-1.4889,1.40668
1542785201.705634236,-0.106052,-0.000161327,-0.0436859,0.0303219,0.00423196,-0.131901,-0.973993,-1.57151,1.46473
1542785201.758630345,-0.103876,-0.00036059,-0.0504201,0.0480476,-0.0123079,-0.130742,-0.986132,-1.58245,1.50258
1542785201.806601457,-0.104589,0.00270429,-0.0451778,0.0438564,0.00397558,-0.137648,-0.898793,-1.6064,1.50597
1542785201.855374124,-0.102791,0.0028261,-0.052462,0.0382435,0.00122688,-0.131844,-0.880583,-1.60533,1.54371
1542785201.904236341,-0.106057,0.00311014,-0.0495153,0.00999398,0.00376411,-0.110046,-0.964456,-1.7207,1.58659
1542785201.956293569,-0.105614,0.00372473,-0.0554443,0.0143852,0.0283548,-0.135604,-0.908009,-1.76983,1.60121
1542785202.007183011,-0.0935766,-0.0111043,-0.0753654,0.0185992,0.0028195,-0.0864821,-0.955944,-1.51805,1.47569
1542785202.054525171,-0.0944519,-0.0114071,-0.0776289,-0.00910823,-0.00783691,-0.0526605,-0.906302,-1.71326,1.54003
1542785202.106094986,-0.0885908,-0.013795,-0.0636747,0.0187003,-0.00966041,-0.0433076,-0.903974,-1.57739,1.6553
1542785202.163029615,-0.0784267,-0.015151,-0.064771,0.0272278,-0.0249752,-0.0333107,-0.852791,-1.56409,1.8237
1542785202.211049569,-0.081676,-0.0152317,-0.0674896,0.0198146,-0.0224246,0.0278271,-0.840319,-1.66645,1.89589
1542785202.256694442,-0.0811798,-0.0162753,-0.068119,0.00737455,-0.0328141,-0.0290453,-0.830945,-1.63168,1.9058
1542785202.306620343,-0.0818224,-0.0140006,-0.0695475,0.00155474,-0.0458516,-0.0173261,-0.911303,-1.64867,1.80547
1542785202.358972087,-0.0826554,-0.0152721,-0.0707061,-0.0219359,-0.0183487,-0.0195555,-0.899835,-1.62456,1.75008
1542785202.409592599,-0.0790256,-0.0144896,-0.0625314,-0.0425437,-0.00565832,-0.0132238,-0.90704,-1.42105,1.72723
1542785202.461562786,-0.0815101,-0.014247,-0.063247,-0.0563761,0.0238659,-0.0172353,-0.903456,-1.48646,1.7746
1542785202.507950603,-0.0798687,-0.0111483,-0.0607648,-0.0552386,0.0206711,0.00736692,-0.869893,-1.4621,1.74018
1542785202.553535857,-0.0826732,-0.00984056,-0.059786,-0.0745659,0.0327267,0.0270556,-0.79288,-1.49083,1.784
1542785202.610919482,-0.0862317,-0.0108195,-0.0651126,-0.0554092,0.0377452,-0.00121632,-0.813283,-1.5863,1.87709
1542785202.704787698,-0.0881877,-0.0157845,-0.0757203,-0.0597259,0.0378762,0.0204744,-0.837695,-1.65172,2.0017
1542785202.756110402,-0.0903807,-0.015962,-0.0712518,-0.0622281,0.043061,-0.00403956,-0.778413,-1.75916,2.00579
1542785202.807006748,-0.0892248,-0.0157249,-0.0701457,-0.0748798,0.0362173,-0.0121896,-0.857477,-1.74501,1.94674
1542785202.860080795,-0.0929503,-0.014176,-0.0713986,-0.0720004,0.033267,-0.0177937,-0.800673,-1.69716,1.92471
1542785202.910999678,-0.0857384,-0.0209555,-0.0691165,-0.0589153,0.023074,-0.00549328,-0.822102,-1.58048,1.92441
1542785202.957154208,-0.0875406,-0.0187487,-0.0698403,-0.0202348,0.0178505,7.46101e-05,-0.87787,-1.34657,1.95519
1542785203.008136221,-0.0796183,-0.0202748,-0.0663163,0.0180534,0.0308636,-0.00606946,-0.965572,-1.01017,1.96419
1542785203.055151785,-0.0790532,-0.0187094,-0.0666158,0.0146387,0.0418084,-0.00993574,-1.03748,-0.912298,1.91312
1542785203.109281014,-0.0788656,-0.0188202,-0.0694136,0.00311247,0.0307091,-0.007879,-1.01054,-0.910081,1.88341
1542785203.156385454,-0.0790412,-0.0178524,-0.0686583,-0.00146089,0.0219628,0.0182287,-0.940054,-0.934984,1.85435
1542785203.211190035,-0.074851,-0.0232743,-0.0599723,-0.0300802,-0.00255661,-0.00561106,-0.844385,-0.810037,1.90525
1542785203.254640546,-0.0764393,-0.0229715,-0.0596063,-0.0337632,0.00913562,0.0276534,-0.802986,-0.88676,1.94756
1542785203.307877828,-0.0750098,-0.0240377,-0.0556568,-0.0289212,0.00244326,0.0325702,-0.779553,-0.88571,1.96679
1542785203.358784439,-0.0764921,-0.0246613,-0.0553806,-0.0226547,-0.0216682,-0.0190366,-0.817945,-0.927745,2.00325
1542785203.408070073,-0.0762428,-0.0252073,-0.0631413,-0.0265725,-0.0222513,-0.0615646,-0.768742,-1.09316,2.02746
1542785203.456443393,-0.06665,-0.0264854,-0.0742585,-0.0181428,-0.0186649,-0.0605989,-0.641551,-1.1802,2.02299
1542785203.512278366,-0.0647136,-0.0288094,-0.0773263,-0.0196604,-0.0414102,-0.0173767,-0.63001,-1.42171,2.06337
1542785203.563899910,-0.0646153,-0.0302972,-0.0790495,0.0272083,-0.0264459,-0.0400951,-0.654187,-1.58531,2.06267
1542785203.612305863,-0.0637568,-0.0282695,-0.075482,0.0627632,-0.0348683,-0.0149881,-0.56446,-1.57967,2.06201
1542785203.662530607,-0.0654921,-0.025002,-0.0725892,0.0579906,-0.0384774,-0.0115477,-0.575201,-1.73058,2.13356
1542785203.710529757,-0.0716728,-0.0271728,-0.0720467,0.0477483,-0.0267177,-0.0311012,-0.460683,-1.8555,2.34095
1542785203.758256805,-0.0689797,-0.0286041,-0.0735708,0.0581483,-0.0312694,-0.0312262,-0.463724,-1.79876,2.45552
1542785203.805869282,-0.0238508,-0.0128353,-0.0668884,0.0506634,-0.037658,-0.0233687,-0.462054,-1.96849,2.43946
1542785203.854834454,-0.0211684,-0.014982,-0.0683785,0.0579433,-0.0470538,-0.0461962,-0.44608,-2.00523,2.48955
1542785203.907335543,-0.0201946,-0.0089901,-0.0654267,0.0546448,-0.0195571,-0.00397481,-0.411681,-1.99382,2.49694
1542785203.959843206,-0.0170539,-0.0100895,-0.0659762,0.063286,-0.00807723,-0.0242607,-0.366989,-2.03189,2.55053
1542785204.010139137,-0.0175963,-0.00562542,-0.0640302,0.0291952,0.0117934,0.0064382,-0.461845,-2.13539,2.52118
1542785204.062898600,-0.0156504,-0.00498726,-0.0640301,0.0459185,0.0178631,-0.0010419,-0.41166,-2.13451,2.52342
1542785204.107805873,-0.0165543,-0.00341009,-0.0669527,0.0343535,0.024656,0.00886664,-0.439928,-2.12217,2.53213
1542785204.160150516,-0.0143872,-0.00280206,-0.0671034,0.0416679,0.021201,-0.019157,-0.473295,-2.17941,2.55922
1542785204.208305911,-0.0129878,-0.00289459,-0.0579232,0.00422893,0.0101557,0.0376844,-0.415545,-2.04553,2.62258
1542785204.257347994,-0.01402,-0.00197045,-0.0559604,-0.0173871,0.0248973,0.0226025,-0.457488,-2.13665,2.68851
1542785204.309063826,-0.0123685,-0.00099747,-0.055251,7.74508e-05,0.0269372,-0.000507466,-0.355247,-2.03931,2.69749
1542785204.363775180,-0.0134102,0.000546005,-0.0545666,-0.0197002,0.0241263,0.0217864,-0.443157,-1.92636,2.68073
1542785204.406565513,-0.0141612,0.000971844,-0.0643147,-0.014803,0.0248792,0.00733053,-0.386388,-2.03371,2.60238
1542785204.454823636,-0.0148025,0.00190407,-0.0635999,-0.0117215,0.0169627,0.0161007,-0.403486,-1.98016,2.54265
1542785204.508888133,-0.0157627,0.00111021,-0.0659447,-0.0122942,-0.00186653,-0.0138916,-0.442674,-2.0211,2.46759
1542785204.555599545,-0.016492,0.000900207,-0.0661894,-0.0157204,-0.00597574,-0.00278072,-0.375153,-2.03909,2.49562
1542785204.607035457,-0.0168778,-0.000479991,-0.0644088,-0.0228539,0.00382032,0.0158706,-0.477839,-2.04456,2.55469
1542785204.664824213,-0.0184391,-0.000169405,-0.066208,-0.031929,0.00140464,-0.0489195,-0.423178,-2.05627,2.63845
1542785204.709972608,-0.0194825,0.000229337,-0.0682589,-0.0238928,-0.00830041,-0.0525628,-0.448865,-2.14409,2.73242
1542785204.758942728,-0.0215034,0.000290618,-0.0711971,-0.041549,0.0099151,-0.0583967,-0.339287,-2.22471,2.78695
1542785204.807131753,-0.0341146,0.0445656,-0.0315436,-0.0284067,0.0239041,-0.0167846,-0.634494,-1.98995,3.10579
1542785204.860246831,0.0304672,0.0593334,-0.0320262,-0.0437682,0.0282963,-0.0392971,-0.772984,-1.82114,3.7263
1542785204.911619640,0.00775589,0.0190876,-0.00553465,-0.0786694,0.00068499,-0.0122788,-0.885328,-2.19997,4.48618
1542785204.960505096,0.00442213,0.0188358,-0.00575336,-0.0453166,-0.0245209,-0.00056534,-0.775081,-2.23364,5.07587
1542785205.011690603,-0.00234176,0.0240902,-0.0117594,-0.0551001,-0.0135927,-0.0170943,-0.266694,-2.25673,5.39461
1542785205.057090632,-0.00398653,0.023209,-0.00262088,-0.0513147,-0.000992632,-0.013706,-0.297777,-2.10278,5.82218
1542785205.112824552,-0.00496552,0.0186963,-0.00457468,-0.0453429,-0.00888261,-0.0559353,-0.558569,-1.99414,6.69978
1542785205.156652756,-0.00658668,0.020381,-0.0088087,-0.0341631,0.00738023,-0.161087,-0.757323,-2.07175,7.48977
1542785205.208845572,-0.011041,0.0206725,-0.00958261,-0.0185927,-0.0160084,-0.068242,-0.942014,-1.82985,8.33722
1542785205.259863537,-0.00815177,0.0229699,-0.00778769,0.0285058,-0.0514956,-0.0567791,-0.405442,-1.98778,8.85014
1542785205.312689724,-0.0023498,0.0187648,-0.00845487,0.0679508,-0.00685935,-0.121336,-0.648904,-1.96836,9.61345
1542785205.359087378,0.000743156,0.0187496,-0.0136838,0.0758288,-0.00012982,-0.138177,-1.18331,-1.92805,10.2934
1542785205.410400728,-4.41677e-07,0.0231409,0.000454578,0.0890777,-0.0571904,-0.101022,-0.979975,-2.04398,11.034
1542785205.455200892,0.000325809,0.018443,-0.000114922,0.0824111,-0.06634,-0.102221,-0.55458,-2.35495,11.5138
1542785205.506530474,0.00423181,0.0125138,0.00211214,0.0792628,-0.0345044,-0.0241451,-0.864925,-2.21155,12.277
1542785205.558920619,0.00757623,0.0111438,0.00125147,0.0645852,-0.0262887,-0.00678414,-1.34286,-2.22827,13.149
1542785205.612339244,0.00357478,0.0141165,-0.0114345,0.0927073,-0.0462091,-0.125864,-0.819317,-2.58101,13.6982
1542785205.664543638,0.00194415,0.0108405,-0.0191159,0.0721631,-0.0477928,-0.0928517,-0.511855,-3.02181,14.0221
1542785205.711330088,0.0101547,0.0198704,-0.0276035,0.0815012,-0.000273896,-0.0935183,-0.948283,-2.65537,14.3917
1542785205.759980794,0.0141645,0.0196904,-0.032921,0.0803472,0.00695637,-0.133846,-1.38425,-2.49718,15.0278
1542785205.811371968,0.0115946,0.0222268,-0.027102,0.0939675,-0.00407975,-0.0995734,-1.32203,-2.81978,15.6281
1542785205.863228354,0.0142652,0.0237614,-0.0301788,0.0628062,-0.0185087,-0.0588357,-0.700153,-3.33975,16.006
1542785205.912135347,0.0135339,0.0246985,-0.00151871,0.0643365,0.0535757,0.0306816,-0.677844,-3.12781,16.3698
1542785205.964083490,0.0163552,0.0271482,8.02287e-05,0.0421018,0.0485785,0.0189948,-0.982159,-2.87214,16.8322
1542785206.010887053,0.00970308,0.0299076,-0.0084078,0.00099306,0.0608597,0.0110339,-1.15106,-2.88227,17.4425
1542785206.058740564,0.00949877,0.0331566,-0.0038996,-0.00285643,0.065514,0.0207771,-1.46736,-3.15158,18.1
1542785206.108048709,0.00156827,0.0363548,-0.00818308,0.012921,0.077473,0.0325708,-1.44297,-3.56156,18.7192
1542785206.161763661,0.000923271,0.0394,-0.00560038,0.0124627,0.0522991,0.0226793,-0.798196,-3.74628,18.9033
1542785206.207287615,-0.00386718,0.0481804,0.0249498,-0.00656931,0.0678863,-0.0196365,-0.274651,-3.20736,18.8972
1542785206.258038425,-0.00433826,0.0528746,0.0227943,-0.0150224,0.0665433,-0.0676352,-0.446368,-3.25497,19.1206
1542785206.312427004,-0.0141636,0.0487445,0.0203968,-0.00127377,0.0580049,-0.0696182,-0.520095,-3.22706,19.2365
1542785206.360868469,-0.0137252,0.0527581,0.0165204,0.0100222,0.092096,-0.0768632,-0.826477,-3.17551,19.3702
1542785206.408235039,-0.0381763,0.049728,0.00508815,-0.0478598,0.0796884,-0.0191178,-0.885025,-3.55671,19.447
